Date;InvoiceNo;CustomerNo;SalesPerson;ProductNo;UnitPrice;Quantity;Amount
28/05/2003;21244;10998;11;57;19,00;17;323,00
12/11/2003;21245;10395;7;34;2,50;51;127,50
25/01/2003;21246;10029;1;49;21,05;49;1031,45
28/11/2003;21247;10089;5;51;14,00;29;406,00
16/06/2003;21248;10715;24;32;12,00;49;588,00
18/07/2003;21249;10357;23;47;7,00;8;56,00
04/06/2003;21250;10057;10;67;9,50;36;342,00
08/09/2003;21251;10518;9;75;13,25;6;79,50
10/11/2003;21252;10139;23;55;9,00;19;171,00
08/04/2003;21253;10202;2;20;14,00;4;56,00
05/07/2003;21254;10422;10;41;9,20;37;340,40
28/11/2003;21255;10971;9;29;43,90;49;2151,10
06/04/2003;21256;10386;10;39;10,00;19;190,00
24/03/2003;21257;10894;13;8;9,20;35;322,00
22/12/2003;21258;10298;19;43;15,00;17;255,00
09/10/2003;21259;10739;18;74;24,00;1;24,00
05/03/2003;21260;10144;9;7;15,50;43;666,50
12/08/2003;21261;10681;20;47;7,00;31;217,00
27/09/2003;21262;10999;19;43;15,00;38;570,00
20/12/2003;21263;10689;9;48;14,00;20;280,00
18/01/2003;21264;10375;15;26;123,79;51;6313,29
06/12/2003;21265;10990;18;31;21,05;27;568,35
07/12/2003;21266;10312;3;58;24,00;50;1200,00
24/11/2003;21267;10279;2;42;7,00;48;336,00
16/08/2003;21268;10269;10;19;30,00;42;1260,00
11/12/2003;21269;10565;23;68;12,50;44;550,00
30/01/2003;21270;10069;24;76;9,50;42;399,00
25/01/2003;21271;10823;6;2;43,90;4;175,60
17/11/2003;21272;10447;25;41;9,20;37;340,40
24/01/2003;21273;10855;21;11;15,00;33;495,00
31/10/2003;21274;10978;5;7;15,50;14;217,00
29/12/2003;21275;10006;24;31;21,05;33;694,65
26/10/2003;21276;10413;20;53;6,00;28;168,00
05/05/2003;21277;10661;17;5;12,50;34;425,00
23/12/2003;21278;10703;2;30;36,00;50;1800,00
24/11/2003;21279;10653;6;32;12,00;21;252,00
05/08/2003;21280;10257;10;7;15,50;39;604,50
04/12/2003;21281;10022;25;60;263,50;44;11594,00
22/10/2003;21282;10189;3;51;14,00;14;196,00
16/09/2003;21283;10741;12;49;21,05;18;378,90
27/03/2003;21284;10611;2;43;15,00;45;675,00
29/11/2003;21285;10357;6;18;21,05;47;989,35
18/04/2003;21286;10240;25;7;15,50;1;15,50
05/06/2003;21287;10666;7;24;23,25;28;651,00
16/04/2003;21288;10850;12;72;7,75;12;93,00
02/08/2003;21289;10855;16;9;25,89;14;362,46
25/11/2003;21290;10352;2;49;21,05;6;126,30
22/03/2003;21291;10757;13;25;36,00;10;360,00
11/02/2003;21292;10543;18;11;15,00;42;630,00
14/03/2003;21293;10118;10;77;9,65;6;57,90
09/03/2003;21294;10784;20;51;14,00;48;672,00
01/04/2003;21295;10047;13;36;17,45;41;715,45
31/05/2003;21296;10161;8;27;19,00;33;627,00
22/11/2003;21297;10048;26;57;19,00;43;817,00
24/07/2003;21298;10893;18;52;24,00;20;480,00
31/08/2003;21299;10282;14;76;9,50;42;399,00
20/09/2003;21300;10027;23;30;36,00;2;72,00
26/05/2003;21301;10989;26;7;15,50;39;604,50
01/04/2003;21302;10705;10;36;17,45;33;575,85
09/07/2003;21303;10190;20;24;23,25;13;302,25
30/10/2003;21304;10519;22;40;32,80;22;721,60
26/10/2003;21305;10119;19;47;7,00;44;308,00
10/06/2003;21306;10751;20;33;18,00;39;702,00
17/08/2003;21307;10996;25;8;9,20;40;368,00
18/08/2003;21308;10523;3;26;123,79;15;1856,85
16/10/2003;21309;10089;15;61;31,00;3;93,00
21/12/2003;21310;10138;23;10;49,30;9;443,70
14/11/2003;21311;10188;3;38;7,45;4;29,80
15/07/2003;21312;10139;13;2;43,90;18;790,20
21/05/2003;21313;10916;7;38;7,45;24;178,80
30/06/2003;21314;10881;13;8;9,20;21;193,20
24/08/2003;21315;10532;16;47;7,00;7;49,00
06/12/2003;21316;10631;6;56;30,00;1;30,00
26/03/2003;21317;10120;15;38;7,45;9;67,05
29/06/2003;21318;10483;8;2;43,90;19;834,10
04/11/2003;21319;10338;8;27;19,00;11;209,00
12/04/2003;21320;10630;12;25;36,00;6;216,00
12/04/2003;21321;10117;7;37;13,25;4;53,00
04/03/2003;21322;10756;3;70;19,00;25;475,00
18/09/2003;21323;10976;7;29;43,90;41;1799,90
09/08/2003;21324;10591;11;29;43,90;40;1756,00
28/08/2003;21325;10859;4;10;49,30;47;2317,10
04/09/2003;21326;10907;18;62;18,00;19;342,00
20/04/2003;21327;10641;7;32;12,00;42;504,00
04/10/2003;21328;10491;11;23;32,00;39;1248,00
02/06/2003;21329;10725;11;39;10,00;47;470,00
25/07/2003;21330;10862;9;43;15,00;34;510,00
10/12/2003;21331;10369;4;58;24,00;13;312,00
01/08/2003;21332;10785;12;62;18,00;41;738,00
29/07/2003;21333;10662;11;56;30,00;10;300,00
04/08/2003;21334;10843;3;70;19,00;4;76,00
23/07/2003;21335;10301;17;75;13,25;39;516,75
04/03/2003;21336;10610;22;51;14,00;17;238,00
27/05/2003;21337;10573;14;63;38,00;35;1330,00
15/06/2003;21338;10201;25;61;31,00;35;1085,00
28/03/2003;21339;10202;13;1;14,00;44;616,00
30/09/2003;21340;10235;6;48;14,00;23;322,00
30/07/2003;21341;10963;6;69;9,50;21;199,50
19/03/2003;21342;10488;18;76;9,50;32;304,00
13/05/2003;21343;10224;10;34;2,50;4;10,00
06/04/2003;21344;10767;18;45;12,50;7;87,50
23/08/2003;21345;10822;12;39;10,00;37;370,00
22/12/2003;21346;10791;8;66;14,00;39;546,00
06/12/2003;21347;10922;23;71;53,00;24;1272,00
24/04/2003;21348;10104;9;9;25,89;34;880,26
31/10/2003;21349;10774;10;25;36,00;6;216,00
02/06/2003;21350;10306;12;39;10,00;47;470,00
25/03/2003;21351;10520;25;77;9,65;25;241,25
27/09/2003;21352;10134;21;7;15,50;20;310,00
20/06/2003;21353;10460;5;76;9,50;43;408,50
09/11/2003;21354;10166;16;2;43,90;7;307,30
16/03/2003;21355;10427;26;12;46,00;44;2024,00
18/10/2003;21356;10194;11;53;6,00;31;186,00
08/03/2003;21357;10185;8;21;12,50;20;250,00
09/10/2003;21358;10525;17;13;19,00;9;171,00
17/05/2003;21359;10002;5;77;9,65;49;472,85
14/01/2003;21360;10770;9;45;12,50;41;512,50
11/07/2003;21361;10804;16;37;13,25;30;397,50
03/10/2003;21362;10876;18;6;15,50;26;403,00
04/10/2003;21363;10570;22;67;9,50;14;133,00
06/06/2003;21364;10449;22;31;21,05;4;84,20
09/02/2003;21365;10866;12;6;15,50;22;341,00
01/05/2003;21366;10640;7;35;38,00;16;608,00
23/03/2003;21367;10687;13;40;32,80;9;295,20
22/07/2003;21368;10127;10;30;36,00;44;1584,00
08/06/2003;21369;10000;1;43;15,00;45;675,00
22/07/2003;21370;10985;12;63;38,00;36;1368,00
11/12/2003;21371;10655;13;13;19,00;46;874,00
27/01/2003;21372;10455;3;34;2,50;47;117,50
23/12/2003;21373;10562;24;50;10,00;2;20,00
11/08/2003;21374;10911;15;10;49,30;28;1380,40
26/11/2003;21375;10292;15;61;31,00;49;1519,00
06/01/2003;21376;10548;11;16;19,00;25;475,00
31/10/2003;21377;10520;11;49;21,05;24;505,20
28/11/2003;21378;10574;4;44;53,00;51;2703,00
21/02/2003;21379;10942;9;47;7,00;22;154,00
27/09/2003;21380;10936;7;49;21,05;38;799,90
29/12/2003;21381;10598;24;77;9,65;50;482,50
04/10/2003;21382;10865;17;52;24,00;44;1056,00
27/09/2003;21383;10742;21;63;38,00;45;1710,00
18/02/2003;21384;10766;22;48;14,00;26;364,00
07/06/2003;21385;10666;5;31;21,05;21;442,05
15/11/2003;21386;10239;5;49;21,05;35;736,75
21/09/2003;21387;10141;20;53;6,00;21;126,00
26/01/2003;21388;10258;16;76;9,50;12;114,00
04/12/2003;21389;10378;3;55;9,00;38;342,00
02/03/2003;21390;10793;20;68;12,50;26;325,00
10/06/2003;21391;10661;20;58;24,00;38;912,00
02/09/2003;21392;10404;12;49;21,05;7;147,35
12/05/2003;21393;10067;13;34;2,50;30;75,00
02/03/2003;21394;10592;12;69;9,50;29;275,50
03/07/2003;21395;10917;19;29;43,90;47;2063,30
11/08/2003;21396;10927;2;6;15,50;36;558,00
20/12/2003;21397;10881;9;32;12,00;40;480,00
26/05/2003;21398;10251;2;22;21,05;25;526,25
19/03/2003;21399;10878;20;37;13,25;50;662,50
22/02/2003;21400;10477;21;8;9,20;21;193,20
03/10/2003;21401;10180;24;47;7,00;13;91,00
22/09/2003;21402;10760;21;14;263,50;25;6587,50
14/07/2003;21403;10387;1;45;12,50;49;612,50
07/09/2003;21404;10090;16;53;6,00;33;198,00
04/12/2003;21405;10168;25;27;19,00;10;190,00
19/01/2003;21406;10563;20;54;24,00;4;96,00
01/08/2003;21407;10925;6;6;15,50;14;217,00
12/02/2003;21408;10888;2;22;21,05;44;926,20
26/09/2003;21409;10792;22;48;14,00;23;322,00
13/12/2003;21410;10887;18;68;12,50;40;500,00
10/07/2003;21411;10623;23;53;6,00;2;12,00
20/08/2003;21412;10035;25;16;19,00;9;171,00
31/12/2003;21413;10875;13;63;38,00;6;228,00
03/02/2003;21414;10317;2;54;24,00;16;384,00
05/03/2003;21415;10536;10;25;36,00;50;1800,00
07/07/2003;21416;10934;2;27;19,00;44;836,00
11/04/2003;21417;10515;25;40;32,80;27;885,60
13/06/2003;21418;10630;13;31;21,05;42;884,10
20/04/2003;21419;10149;16;77;9,65;25;241,25
31/05/2003;21420;10689;24;13;19,00;27;513,00
01/03/2003;21421;10718;24;56;30,00;15;450,00
17/08/2003;21422;10868;8;9;25,89;27;699,03
30/12/2003;21423;10149;15;16;19,00;36;684,00
24/11/2003;21424;10801;5;65;55,00;8;440,00
02/08/2003;21425;10293;20;13;19,00;37;703,00
12/07/2003;21426;10665;5;49;21,05;25;526,25
07/12/2003;21427;10441;21;23;32,00;12;384,00
14/03/2003;21428;10123;25;58;24,00;32;768,00
10/01/2003;21429;10990;11;2;43,90;26;1141,40
08/03/2003;21430;10833;15;43;15,00;39;585,00
19/01/2003;21431;10407;25;31;21,05;37;778,85
06/04/2003;21432;10065;16;15;123,79;21;2599,59
14/12/2003;21433;10894;3;58;24,00;29;696,00
15/08/2003;21434;10182;19;40;32,80;34;1115,20
04/12/2003;21435;10429;4;24;23,25;4;93,00
27/12/2003;21436;10045;17;22;21,05;26;547,30
10/03/2003;21437;10063;16;20;14,00;10;140,00
18/12/2003;21438;10600;10;68;12,50;19;237,50
04/02/2003;21439;10652;22;63;38,00;27;1026,00
05/05/2003;21440;10193;26;17;12,75;34;433,50
18/02/2003;21441;10418;17;22;21,05;22;463,10
10/02/2003;21442;10385;15;37;13,25;39;516,75
05/07/2003;21443;10997;18;17;12,75;15;191,25
28/11/2003;21444;10305;8;55;9,00;42;378,00
17/02/2003;21445;10886;10;4;34,80;39;1357,20
12/08/2003;21446;10819;20;57;19,00;24;456,00
20/07/2003;21447;10432;5;4;34,80;14;487,20
17/04/2003;21448;10044;21;51;14,00;43;602,00
28/03/2003;21449;10790;11;10;49,30;50;2465,00
29/01/2003;21450;10996;5;76;9,50;11;104,50
21/12/2003;21451;10482;13;11;15,00;6;90,00
25/09/2003;21452;10394;6;12;46,00;22;1012,00
21/01/2003;21453;10487;25;46;15,50;16;248,00
15/06/2003;21454;10906;7;2;43,90;20;878,00
08/09/2003;21455;10998;4;68;12,50;20;250,00
21/10/2003;21456;10366;24;48;14,00;16;224,00
03/04/2003;21457;10264;6;34;2,50;39;97,50
14/05/2003;21458;10753;16;76;9,50;47;446,50
05/08/2003;21459;10173;3;52;24,00;11;264,00
17/05/2003;21460;10944;12;25;36,00;38;1368,00
19/04/2003;21461;10473;23;14;263,50;46;12121,00
23/09/2003;21462;10543;1;31;21,05;16;336,80
04/11/2003;21463;10804;19;63;38,00;48;1824,00
19/10/2003;21464;10298;5;6;15,50;13;201,50
09/03/2003;21465;10924;7;58;24,00;32;768,00
24/11/2003;21466;10906;22;38;7,45;46;342,70
17/02/2003;21467;10812;22;29;43,90;12;526,80
22/05/2003;21468;10227;5;10;49,30;21;1035,30
09/11/2003;21469;10527;5;51;14,00;15;210,00
28/09/2003;21470;10178;14;63;38,00;30;1140,00
14/02/2003;21471;10005;25;43;15,00;13;195,00
02/02/2003;21472;10869;17;34;2,50;14;35,00
23/10/2003;21473;10180;13;29;43,90;11;482,90
23/12/2003;21474;10726;12;77;9,65;30;289,50
12/01/2003;21475;10095;19;16;19,00;13;247,00
18/06/2003;21476;10654;5;6;15,50;32;496,00
31/08/2003;21477;10911;21;75;13,25;12;159,00
27/09/2003;21478;10525;25;73;49,30;22;1084,60
12/01/2003;21479;10963;19;40;32,80;16;524,80
14/11/2003;21480;10502;13;75;13,25;44;583,00
24/06/2003;21481;10270;7;76;9,50;29;275,50
06/01/2003;21482;10994;24;2;43,90;24;1053,60
10/06/2003;21483;10172;14;10;49,30;16;788,80
12/08/2003;21484;10280;11;64;9,00;41;369,00
15/09/2003;21485;10967;15;47;7,00;4;28,00
23/09/2003;21486;10063;24;59;55,00;14;770,00
14/02/2003;21487;10739;25;24;23,25;16;372,00
30/03/2003;21488;10505;3;28;18,00;49;882,00
26/11/2003;21489;10762;17;4;34,80;26;904,80
17/01/2003;21490;10510;10;46;15,50;28;434,00
09/05/2003;21491;10144;16;42;7,00;46;322,00
14/04/2003;21492;10297;12;54;24,00;49;1176,00
21/11/2003;21493;10611;4;14;263,50;13;3425,50
25/12/2003;21494;10536;15;77;9,65;13;125,45
31/05/2003;21495;10600;13;18;21,05;9;189,45
09/06/2003;21496;10582;22;13;19,00;16;304,00
17/02/2003;21497;10051;6;32;12,00;9;108,00
19/03/2003;21498;10590;22;60;263,50;43;11330,50
14/02/2003;21499;10567;5;61;31,00;25;775,00
15/08/2003;21500;10542;2;10;49,30;14;690,20
17/05/2003;21501;10842;22;66;14,00;40;560,00
20/07/2003;21502;10454;12;50;10,00;46;460,00
03/03/2003;21503;10516;4;63;38,00;50;1900,00
26/07/2003;21504;10323;12;25;36,00;5;180,00
18/07/2003;21505;10859;6;54;24,00;30;720,00
04/12/2003;21506;10564;25;9;25,89;46;1190,94
07/05/2003;21507;10948;26;53;6,00;48;288,00
16/03/2003;21508;10988;14;15;123,79;26;3218,54
20/11/2003;21509;10233;4;67;9,50;39;370,50
24/09/2003;21510;10594;22;36;17,45;21;366,45
17/12/2003;21511;10658;15;22;21,05;31;652,55
28/08/2003;21512;10713;14;53;6,00;18;108,00
05/08/2003;21513;10739;7;68;12,50;3;37,50
13/02/2003;21514;10278;10;15;123,79;14;1733,06
16/09/2003;21515;10250;18;77;9,65;8;77,20
12/06/2003;21516;10251;12;10;49,30;32;1577,60
27/03/2003;21517;10438;25;4;34,80;44;1531,20
08/09/2003;21518;10496;10;38;7,45;15;111,75
29/01/2003;21519;10903;16;3;43,90;51;2238,90
08/12/2003;21520;10625;4;38;7,45;29;216,05
31/01/2003;21521;10568;22;60;263,50;36;9486,00
19/08/2003;21522;10594;4;9;25,89;51;1320,39
17/07/2003;21523;10386;11;70;19,00;19;361,00
11/01/2003;21524;10088;23;61;31,00;11;341,00
23/10/2003;21525;10687;10;23;32,00;41;1312,00
07/03/2003;21526;10968;8;38;7,45;40;298,00
31/12/2003;21527;10328;21;16;19,00;47;893,00
22/06/2003;21528;10323;3;66;14,00;3;42,00
02/09/2003;21529;10056;19;39;10,00;2;20,00
22/03/2003;21530;10890;11;77;9,65;9;86,85
13/04/2003;21531;10725;5;47;7,00;45;315,00
08/07/2003;21532;10896;5;15;123,79;50;6189,50
28/01/2003;21533;10289;1;8;9,20;48;441,60
15/07/2003;21534;10583;7;43;15,00;23;345,00
12/01/2003;21535;10715;22;11;15,00;14;210,00
03/07/2003;21536;10961;20;23;32,00;28;896,00
02/12/2003;21537;10237;15;2;43,90;17;746,30
24/04/2003;21538;10557;22;35;38,00;21;798,00
25/02/2003;21539;10588;15;54;24,00;21;504,00
15/01/2003;21540;10212;7;76;9,50;17;161,50
28/01/2003;21541;10132;16;2;43,90;34;1492,60
26/01/2003;21542;10180;14;37;13,25;27;357,75
21/03/2003;21543;10050;7;66;14,00;35;490,00
21/01/2003;21544;10085;10;16;19,00;35;665,00
18/08/2003;21545;10976;7;47;7,00;11;77,00
11/05/2003;21546;10506;5;11;15,00;15;225,00
11/03/2003;21547;10747;2;59;55,00;31;1705,00
14/08/2003;21548;10215;5;73;49,30;37;1824,10
12/06/2003;21549;10181;12;14;263,50;49;12911,50
30/03/2003;21550;10361;21;28;18,00;32;576,00
01/01/2003;21551;10021;15;45;12,50;51;637,50
28/04/2003;21552;10132;10;31;21,05;25;526,25
30/06/2003;21553;10463;15;31;21,05;9;189,45
10/11/2003;21554;10661;14;16;19,00;48;912,00
22/12/2003;21555;10931;14;64;9,00;30;270,00
12/07/2003;21556;10223;17;39;10,00;18;180,00
05/04/2003;21557;10980;23;63;38,00;45;1710,00
14/06/2003;21558;10997;12;4;34,80;3;104,40
25/07/2003;21559;10518;6;20;14,00;37;518,00
08/01/2003;21560;10927;9;43;15,00;42;630,00
21/05/2003;21561;10720;16;63;38,00;48;1824,00
30/07/2003;21562;10461;4;64;9,00;27;243,00
22/08/2003;21563;10319;23;66;14,00;22;308,00
24/03/2003;21564;10196;13;18;21,05;24;505,20
31/01/2003;21565;10149;24;54;24,00;4;96,00
11/11/2003;21566;10723;3;52;24,00;19;456,00
25/11/2003;21567;10135;19;4;34,80;32;1113,60
05/04/2003;21568;10189;2;58;24,00;3;72,00
24/04/2003;21569;10095;9;10;49,30;10;493,00
25/09/2003;21570;10362;18;54;24,00;36;864,00
18/11/2003;21571;10045;13;22;21,05;34;715,70
16/11/2003;21572;10233;7;26;123,79;2;247,58
07/07/2003;21573;10890;14;55;9,00;12;108,00
29/11/2003;21574;10440;5;9;25,89;49;1268,61
22/03/2003;21575;10670;8;59;55,00;6;330,00
23/06/2003;21576;10024;9;73;49,30;15;739,50
02/06/2003;21577;10763;25;73;49,30;43;2119,90
04/01/2003;21578;10334;25;41;9,20;8;73,60
03/09/2003;21579;10695;16;38;7,45;38;283,10
28/11/2003;21580;10077;14;14;263,50;4;1054,00
26/01/2003;21581;10479;9;24;23,25;34;790,50
18/10/2003;21582;10814;10;40;32,80;23;754,40
06/06/2003;21583;10624;11;37;13,25;43;569,75
10/12/2003;21584;10432;8;39;10,00;8;80,00
30/11/2003;21585;10229;16;53;6,00;33;198,00
20/02/2003;21586;10366;6;40;32,80;2;65,60
01/02/2003;21587;10808;25;25;36,00;32;1152,00
26/06/2003;21588;10608;16;57;19,00;17;323,00
10/04/2003;21589;10772;26;1;14,00;38;532,00
23/12/2003;21590;10778;4;63;38,00;10;380,00
20/08/2003;21591;10701;8;71;53,00;8;424,00
06/01/2003;21592;10802;24;52;24,00;5;120,00
29/09/2003;21593;10826;17;9;25,89;37;957,93
12/10/2003;21594;10960;18;72;7,75;29;224,75
26/03/2003;21595;10378;8;43;15,00;10;150,00
29/05/2003;21596;10347;23;11;15,00;32;480,00
09/04/2003;21597;10704;21;71;53,00;21;1113,00
09/07/2003;21598;10029;5;14;263,50;43;11330,50
27/08/2003;21599;10306;5;5;12,50;30;375,00
06/12/2003;21600;10413;18;8;9,20;49;450,80
27/11/2003;21601;10213;9;62;18,00;51;918,00
15/03/2003;21602;10633;5;38;7,45;25;186,25
21/09/2003;21603;10351;19;34;2,50;38;95,00
14/08/2003;21604;10958;11;13;19,00;25;475,00
26/06/2003;21605;10787;4;18;21,05;36;757,80
31/05/2003;21606;10530;24;42;7,00;43;301,00
07/01/2003;21607;10050;7;43;15,00;20;300,00
28/04/2003;21608;10936;23;23;32,00;28;896,00
17/07/2003;21609;10881;6;51;14,00;36;504,00
26/12/2003;21610;10419;12;77;9,65;27;260,55
10/12/2003;21611;10124;10;14;263,50;31;8168,50
15/09/2003;21612;10744;11;57;19,00;27;513,00
12/07/2003;21613;10612;22;54;24,00;12;288,00
06/03/2003;21614;10011;6;11;15,00;45;675,00
21/11/2003;21615;10245;18;20;14,00;3;42,00
22/05/2003;21616;10932;6;16;19,00;48;912,00
16/02/2003;21617;10646;19;34;2,50;49;122,50
17/05/2003;21618;10367;23;55;9,00;47;423,00
31/08/2003;21619;10050;21;32;12,00;26;312,00
24/05/2003;21620;10149;18;30;36,00;1;36,00
05/08/2003;21621;10345;24;13;19,00;34;646,00
28/03/2003;21622;10467;13;73;49,30;19;936,70
30/09/2003;21623;10408;13;56;30,00;35;1050,00
17/05/2003;21624;10352;8;48;14,00;11;154,00
19/12/2003;21625;10153;15;15;123,79;8;990,32
19/12/2003;21626;10043;20;73;49,30;48;2366,40
02/01/2003;21627;10935;13;58;24,00;8;192,00
18/01/2003;21628;10257;7;64;9,00;19;171,00
18/02/2003;21629;10235;1;4;34,80;15;522,00
26/02/2003;21630;10657;15;16;19,00;3;57,00
14/09/2003;21631;10759;21;57;19,00;34;646,00
28/11/2003;21632;10040;2;58;24,00;38;912,00
09/07/2003;21633;10374;8;63;38,00;26;988,00
15/05/2003;21634;10027;24;39;10,00;21;210,00
16/09/2003;21635;10537;10;18;21,05;35;736,75
03/05/2003;21636;10293;18;30;36,00;32;1152,00
04/07/2003;21637;10106;19;65;55,00;21;1155,00
22/09/2003;21638;10607;25;71;53,00;19;1007,00
31/07/2003;21639;10719;15;59;55,00;4;220,00
31/12/2003;21640;10227;11;53;6,00;45;270,00
27/09/2003;21641;10112;21;42;7,00;31;217,00
18/09/2003;21642;10415;8;17;12,75;4;51,00
27/08/2003;21643;10066;12;68;12,50;10;125,00
12/02/2003;21644;10123;20;41;9,20;1;9,20
22/10/2003;21645;10861;8;49;21,05;49;1031,45
04/11/2003;21646;10110;13;29;43,90;6;263,40
29/11/2003;21647;10414;22;35;38,00;8;304,00
22/07/2003;21648;10037;16;70;19,00;16;304,00
12/01/2003;21649;10496;20;33;18,00;44;792,00
21/02/2003;21650;10319;5;35;38,00;14;532,00
26/12/2003;21651;10688;1;12;46,00;14;644,00
28/07/2003;21652;10753;22;30;36,00;18;648,00
23/05/2003;21653;10980;1;43;15,00;48;720,00
24/05/2003;21654;10221;19;47;7,00;38;266,00
06/07/2003;21655;10172;10;16;19,00;44;836,00
14/11/2003;21656;10985;22;62;18,00;31;558,00
31/10/2003;21657;10483;6;64;9,00;49;441,00
24/04/2003;21658;10367;25;42;7,00;18;126,00
27/03/2003;21659;10021;12;36;17,45;19;331,55
22/01/2003;21660;10831;14;16;19,00;30;570,00
27/09/2003;21661;10023;21;28;18,00;48;864,00
06/07/2003;21662;10764;13;72;7,75;5;38,75
31/07/2003;21663;10026;5;46;15,50;22;341,00
18/02/2003;21664;10475;16;9;25,89;40;1035,60
06/04/2003;21665;10359;2;75;13,25;26;344,50
24/11/2003;21666;10201;17;29;43,90;6;263,40
15/11/2003;21667;10634;12;52;24,00;26;624,00
13/06/2003;21668;10143;24;69;9,50;19;180,50
20/02/2003;21669;10127;16;65;55,00;30;1650,00
01/05/2003;21670;10827;12;32;12,00;34;408,00
31/12/2003;21671;10210;23;69;9,50;34;323,00
12/01/2003;21672;10303;9;39;10,00;36;360,00
20/06/2003;21673;10237;12;29;43,90;17;746,30
02/02/2003;21674;10980;2;66;14,00;23;322,00
11/01/2003;21675;10552;21;48;14,00;29;406,00
15/06/2003;21676;10119;11;36;17,45;23;401,35
19/12/2003;21677;10508;25;30;36,00;7;252,00
07/08/2003;21678;10264;10;30;36,00;14;504,00
01/11/2003;21679;10662;13;46;15,50;35;542,50
09/09/2003;21680;10155;23;2;43,90;32;1404,80
21/01/2003;21681;10560;11;33;18,00;8;144,00
02/03/2003;21682;10879;18;29;43,90;38;1668,20
01/01/2003;21683;10753;18;43;15,00;46;690,00
12/02/2003;21684;10326;24;49;21,05;11;231,55
03/03/2003;21685;10958;14;37;13,25;44;583,00
08/07/2003;21686;10196;25;74;24,00;25;600,00
21/03/2003;21687;10523;13;69;9,50;14;133,00
23/04/2003;21688;10106;25;47;7,00;36;252,00
13/02/2003;21689;10598;9;62;18,00;51;918,00
18/08/2003;21690;10587;26;28;18,00;19;342,00
16/09/2003;21691;10666;6;56;30,00;45;1350,00
05/05/2003;21692;10975;15;14;263,50;10;2635,00
10/10/2003;21693;10349;12;11;15,00;35;525,00
09/03/2003;21694;10506;4;39;10,00;8;80,00
27/10/2003;21695;10638;19;13;19,00;19;361,00
07/11/2003;21696;10126;18;45;12,50;25;312,50
29/11/2003;21697;10948;9;2;43,90;39;1712,10
06/09/2003;21698;10811;24;59;55,00;13;715,00
31/03/2003;21699;10674;25;62;18,00;13;234,00
05/07/2003;21700;10416;3;46;15,50;30;465,00
22/05/2003;21701;10132;2;38;7,45;28;208,60
06/04/2003;21702;10346;13;12;46,00;45;2070,00
15/04/2003;21703;10053;18;39;10,00;37;370,00
23/06/2003;21704;10571;2;13;19,00;21;399,00
07/07/2003;21705;10037;25;73;49,30;32;1577,60
10/07/2003;21706;10770;13;42;7,00;16;112,00
05/11/2003;21707;10614;14;32;12,00;37;444,00
19/03/2003;21708;10638;10;35;38,00;36;1368,00
09/11/2003;21709;10834;4;20;14,00;1;14,00
19/04/2003;21710;10633;26;24;23,25;27;627,75
10/09/2003;21711;10520;3;17;12,75;10;127,50
03/12/2003;21712;10690;12;74;24,00;16;384,00
05/03/2003;21713;10619;14;18;21,05;30;631,50
20/11/2003;21714;10703;5;12;46,00;50;2300,00
27/09/2003;21715;10276;21;51;14,00;26;364,00
05/07/2003;21716;10775;23;1;14,00;26;364,00
17/12/2003;21717;10560;18;15;123,79;35;4332,65
01/03/2003;21718;10548;10;11;15,00;37;555,00
22/08/2003;21719;10992;10;24;23,25;19;441,75
02/04/2003;21720;10122;4;36;17,45;45;785,25
14/08/2003;21721;10278;18;69;9,50;1;9,50
31/07/2003;21722;10361;13;6;15,50;37;573,50
16/07/2003;21723;10902;22;44;53,00;36;1908,00
21/10/2003;21724;10597;9;51;14,00;6;84,00
07/09/2003;21725;10495;6;51;14,00;40;560,00
13/01/2003;21726;10039;15;6;15,50;20;310,00
14/12/2003;21727;10126;2;75;13,25;3;39,75
29/06/2003;21728;10398;20;45;12,50;13;162,50
12/04/2003;21729;10923;25;60;263,50;5;1317,50
25/08/2003;21730;10512;13;26;123,79;26;3218,54
11/10/2003;21731;10688;25;50;10,00;48;480,00
10/12/2003;21732;10017;2;30;36,00;11;396,00
17/04/2003;21733;10402;8;8;9,20;29;266,80
13/02/2003;21734;10320;8;24;23,25;10;232,50
22/12/2003;21735;10781;14;9;25,89;38;983,82
02/02/2003;21736;10437;25;6;15,50;21;325,50
28/08/2003;21737;10293;4;1;14,00;15;210,00
28/05/2003;21738;10441;6;73;49,30;16;788,80
04/03/2003;21739;10283;15;25;36,00;37;1332,00
02/08/2003;21740;10588;12;30;36,00;37;1332,00
04/11/2003;21741;10120;3;40;32,80;45;1476,00
10/11/2003;21742;10370;15;24;23,25;2;46,50
09/03/2003;21743;10521;7;66;14,00;9;126,00
23/06/2003;21744;10050;17;9;25,89;38;983,82
13/07/2003;21745;10456;23;48;14,00;49;686,00
03/06/2003;21746;10447;7;33;18,00;33;594,00
27/03/2003;21747;10289;12;39;10,00;4;40,00
10/04/2003;21748;10005;15;36;17,45;10;174,50
17/01/2003;21749;10067;22;77;9,65;36;347,40
10/12/2003;21750;10433;3;24;23,25;33;767,25
24/03/2003;21751;10111;13;77;9,65;36;347,40
20/08/2003;21752;10440;17;60;263,50;28;7378,00
02/06/2003;21753;10305;4;69;9,50;40;380,00
26/10/2003;21754;10343;4;26;123,79;2;247,58
10/04/2003;21755;10761;9;3;43,90;45;1975,50
05/10/2003;21756;10601;19;41;9,20;11;101,20
