Invoice_Num	Date	Purchaser	Vendor_Code	Amount
2935	2004-03-25	Vijay	YJL99	57072.9
2939	2004-03-25	Vijay	PGC43	42728.67
2952	2004-03-25	Suzie	OLI37	64834.27
2992	2004-03-25	Adam	BTI74	50897.14
3013	2004-03-25	Suzie	UJV74	34796.12
3041	2004-03-25	Vijay	MCR88	93724.27
3049	2004-03-25	Vijay	XKW41	78319.36
3055	2004-03-25	Vijay	BOR16	40141.38
3075	2004-03-25	Vijay	KEW80	37496.71
3090	2004-03-25	Vijay	ERY00	82153.42
3112	2004-03-25	Adam	QMR83	52416.92
3135	2004-03-25	Adam	HWL68	5001.1
3150	2004-03-25	Suzie	YQS31	74092.7
3201	2004-03-25	Suzie	LEI02	99151.55
3217	2004-03-25	Vijay	ZXF02	58685.49
3243	2004-03-25	Vijay	OID66	45040.14
3244	2004-03-25	Adam	KEW80	66403.81
3264	2004-03-25	Vijay	DAF47	41877.82
3289	2004-03-25	Vijay	ASI82	20990.82
3291	2004-03-25	Adam	SWP10	98919.55
3301	2004-03-25	Vijay	BXW18	82186.66
3308	2004-03-25	Adam	ZHD69	2078.41
3311	2004-03-25	Vijay	NNZ78	3419.44
3311	2004-03-25	Vijay	CAP92	71195.63
3324	2004-03-25	Suzie	BOR16	18617.3
3329	2004-03-25	Adam	FGZ13	14370.92
3342	2004-03-25	Adam	XKW41	7516.58
3347	2004-03-25	Vijay	LLA22	46543.66
3348	2004-03-25	Suzie	QVT53	80005.7
3366	2004-03-25	Suzie	WDK35	23955.38
3378	2004-03-25	Adam	VLC10	90016.22
3401	2004-03-25	Adam	LZC89	38836.83
3424	2004-03-25	Suzie	YID19	73511.31
3444	2004-03-25	Adam	IUJ35	35226.02
3456	2004-03-25	Vijay	LYN67	73043.85
3486	2004-03-25	Vijay	DRM19	20946.5
3489	2004-03-25	Vijay	JWH59	49111.72
3507	2004-03-25	Vijay	FHB90	43719.97
3514	2004-03-25	Vijay	JYI01	43260.83
3520	2004-03-25	Vijay	GES72	68015.64
3542	2004-03-25	Vijay	SQH43	92933.74
3560	2004-03-25	Vijay	QPK50	56105.1
3591	2004-03-25	Adam	KUX44	29160.33
3600	2004-03-25	Adam	HUH13	14486.07
3610	2004-03-25	Adam	CIW95	21361.27
3637	2004-03-25	Vijay	FTW52	36749.93
3696	2004-03-25	Vijay	MCR88	60483.08
3710	2004-03-25	Adam	RQA97	15839.11
3722	2004-03-25	Vijay	ICM02	70872.15
3763	2004-03-25	Suzie	KCW19	5831.41
3773	2004-03-25	Adam	FEK12	73044.17
3783	2004-03-25	Vijay	LEI02	72521.68
3783	2004-03-25	Vijay	CJB00	6298.43
3792	2004-03-25	Vijay	XPD06	26377.69
3807	2004-03-25	Suzie	JCY21	28533.16
3819	2004-03-25	Vijay	TMJ34	95874.81
3823	2004-03-25	Vijay	JRG45	2612.31
3823	2004-03-25	Vijay	LXV14	4527.4
3830	2004-03-25	Adam	BAR65	62808.76
3845	2004-03-25	Adam	FEK12	80464.34
3846	2004-03-25	Adam	HMG39	82467.91
3855	2004-03-25	Suzie	ZXF02	68656.54
3898	2004-03-25	Suzie	PDQ93	40357.28
3905	2004-03-25	Adam	MFV17	37017.97
3946	2004-03-25	Vijay	QPK50	24516.36
4058	2004-03-25	Suzie	JPM89	96495.05
4113	2004-03-25	Adam	SVQ62	17979.63
4139	2004-03-25	Suzie	MCR88	61482.28
4143	2004-03-25	Adam	MIG08	37442.71
4156	2004-03-25	Adam	FNH63	48138.6
4180	2004-03-25	Vijay	DWG87	63223.82
4245	2004-03-25	Vijay	CZI39	65980.96
4247	2004-03-25	Adam	FMS91	92509.57
4259	2004-03-25	Suzie	ITP77	60770.22
4302	2004-03-25	Suzie	OQQ90	48863.07
4307	2004-03-25	Adam	CZI39	30345.51
4313	2004-03-25	Suzie	GGZ02	13240.31
4313	2004-03-25	Suzie	WWI36	92175.84
4358	2004-03-25	Vijay	KLC32	78938.43
4369	2004-03-25	Vijay	ZCK31	59533.18
4372	2004-03-25	Adam	XAZ10	89068.3
4396	2004-03-25	Vijay	DWG87	78018.88
4406	2004-03-25	Vijay	BED62	45763.1
4410	2004-03-25	Adam	DAF47	76626.13
4438	2004-03-25	Vijay	VJK85	72911.54
4452	2004-03-25	Suzie	IOV67	12328.56
4466	2004-03-25	Adam	KQD58	13209.57
4471	2004-03-25	Adam	UJV74	25040.65
4475	2004-03-25	Vijay	IGU17	47625.06
4478	2004-03-25	Vijay	SAL29	13185.94
4506	2004-03-25	Adam	EPS37	7319.25
4512	2004-03-25	Suzie	WPF80	76537.72
4521	2004-03-25	Suzie	GGZ02	8558.9
4546	2004-03-25	Adam	TUZ06	45519.08
4548	2004-03-25	Adam	SWP10	39893.33
4580	2004-03-25	Adam	YAG49	88095.58
4597	2004-03-25	Adam	JYT11	69535.54
4624	2004-03-25	Adam	ZXF02	53718.04
4633	2004-03-25	Adam	FHB90	16508.74
4643	2004-03-25	Suzie	WSH17	85010.8
4681	2004-03-25	Adam	IMY92	36898.1
4700	2004-03-25	Vijay	ZUO35	97677.75
4710	2004-03-25	Adam	NZH73	63033.66
4727	2004-03-25	Adam	TUZ06	22214.82
4731	2004-03-25	Vijay	TEZ31	54243.62
4758	2004-03-25	Vijay	MYX55	82958.1
4760	2004-03-25	Vijay	RYG71	80512.47
4769	2004-03-25	Vijay	YGG32	49853.46
4796	2004-03-25	Adam	ZWC05	69755.96
4796	2004-03-25	Suzie	ZET22	80456.22
4801	2004-03-25	Vijay	OWY00	50410.08
4806	2004-03-25	Vijay	LUI28	80477.04
4809	2004-03-25	Vijay	ALR32	79407.24
4811	2004-03-25	Vijay	PRZ12	47959.51
4823	2004-03-25	Vijay	WPF80	65498.13
4825	2004-03-25	Suzie	WSN90	81460.35
4826	2004-03-25	Suzie	GPF90	22690.43
4833	2004-03-25	Suzie	TLR73	66650.32
4835	2004-03-25	Suzie	XFD11	20070.12
4868	2004-03-25	Vijay	CWW45	18506.63
4875	2004-03-25	Vijay	ANI54	15699.84
4884	2004-03-25	Vijay	UIF03	58609.0
4886	2004-03-25	Suzie	UPU74	3233.26
4890	2004-03-25	Adam	MGZ99	11957.11
4900	2004-03-25	Adam	JAA22	95013.62
4903	2004-03-25	Adam	OSB66	10920.85
4904	2004-03-25	Suzie	SZU33	15676.67
4912	2004-03-25	Adam	YID19	43961.35
4915	2004-03-25	Vijay	CZW33	51454.76
4923	2004-03-25	Adam	KEW80	90138.66
4932	2004-03-25	Suzie	KEW80	11003.43
4942	2004-03-25	Adam	SDT95	92166.58
4948	2004-03-25	Suzie	PKF61	84811.38
1	2004-03-26	Suzie	LSL87	96246.9
29	2004-03-26	Vijay	XOL02	2467.46
50	2004-03-26	Vijay	MWI88	84001.97
51	2004-03-26	Vijay	NXH96	89310.07
55	2004-03-26	Adam	GYD00	28193.06
60	2004-03-26	Vijay	WDS90	5033.7
122	2004-03-26	Suzie	JCL01	8166.4
132	2004-03-26	Suzie	BID19	7690.18
157	2004-03-26	Suzie	NAH98	35348.9
174	2004-03-26	Vijay	DMJ97	20348.11
236	2004-03-26	Suzie	IJY46	5781.8
237	2004-03-26	Suzie	JCO31	20612.07
252	2004-03-26	Adam	ICM02	30701.33
256	2004-03-26	Adam	KLL65	98297.38
259	2004-03-26	Adam	WAU38	76966.13
281	2004-03-26	Suzie	GWY93	92584.99
288	2004-03-26	Suzie	KUX44	42291.9
308	2004-03-26	Adam	VPX33	78979.79
308	2004-03-26	Suzie	PCN39	40390.26
309	2004-03-26	Suzie	WSN90	23925.43
310	2004-03-26	Vijay	TMJ34	3931.23
318	2004-03-26	Vijay	YQS31	27635.14
319	2004-03-26	Vijay	RVW74	75917.54
346	2004-03-26	Vijay	ULX32	56700.22
404	2004-03-26	Vijay	EYO88	35630.5
453	2004-03-26	Vijay	GYD00	86968.69
480	2004-03-26	Suzie	UJD68	72965.92
541	2004-03-26	Suzie	PAY03	45008.44
542	2004-03-26	Suzie	SYU65	46439.19
546	2004-03-26	Vijay	KUX44	85835.86
565	2004-03-26	Adam	FYN62	4204.05
572	2004-03-26	Vijay	FMS91	77818.8
587	2004-03-26	Adam	TKS06	37652.34
591	2004-03-26	Suzie	USA37	7492.2
603	2004-03-26	Vijay	CNC32	44489.95
606	2004-03-26	Vijay	AAN92	92039.1
610	2004-03-26	Vijay	BED62	63608.02
630	2004-03-26	Suzie	VNJ83	60078.67
635	2004-03-26	Adam	QMR83	72812.16
678	2004-03-26	Adam	UJK05	59452.09
711	2004-03-26	Adam	KAD14	62379.79
714	2004-03-26	Suzie	HWL68	81658.99
732	2004-03-26	Vijay	QLM36	36131.81
743	2004-03-26	Vijay	HBZ47	82038.18
757	2004-03-26	Suzie	BQO16	17804.26
807	2004-03-26	Vijay	HOC89	63273.99
819	2004-03-26	Adam	GYD00	28100.24
867	2004-03-26	Vijay	VLC10	98235.73
883	2004-03-26	Adam	OTF93	93663.02
887	2004-03-26	Vijay	CLP59	85105.42
887	2004-03-26	Vijay	RLQ72	56100.59
891	2004-03-26	Adam	DTT80	28974.77
895	2004-03-26	Suzie	KVL20	87509.27
918	2004-03-26	Vijay	FNH63	99338.78
924	2004-03-26	Vijay	NTM61	40671.33
936	2004-03-26	Vijay	BJJ25	43251.64
946	2004-03-26	Suzie	AXN63	61677.39
993	2004-03-26	Vijay	BMI40	5961.25
1028	2004-03-26	Adam	TKS06	4440.71
1112	2004-03-26	Suzie	EYO88	24919.77
1130	2004-03-26	Adam	VFL28	43122.8
1139	2004-03-26	Adam	UKA26	8119.72
1158	2004-03-26	Adam	ZXF02	16403.99
1160	2004-03-26	Adam	NQS01	73966.62
1165	2004-03-26	Adam	MMW04	12218.4
1167	2004-03-26	Suzie	KGW77	63417.62
1197	2004-03-26	Adam	LSY20	50903.03
1200	2004-03-26	Suzie	DBE55	78230.98
1205	2004-03-26	Vijay	TNH56	27510.15
1234	2004-03-26	Vijay	LLA90	4851.32
1235	2004-03-26	Vijay	UNI06	38928.01
1279	2004-03-26	Vijay	CQX69	40579.53
1291	2004-03-26	Vijay	KJN10	53064.6
1308	2004-03-26	Suzie	TVT41	82576.78
1324	2004-03-26	Vijay	EIO62	10314.22
1338	2004-03-26	Suzie	ZXF02	29644.27
1346	2004-03-26	Suzie	FYE63	79705.71
1352	2004-03-26	Suzie	JBB30	73083.03
1361	2004-03-26	Adam	YQS31	8186.33
1368	2004-03-26	Suzie	JCY21	55306.78
1385	2004-03-26	Suzie	ZBV52	46888.09
1385	2004-03-26	Suzie	BNZ96	93715.49
1406	2004-03-26	Vijay	HBZ47	40387.54
1412	2004-03-26	Adam	KLS22	58077.28
1413	2004-03-26	Vijay	DTN23	51092.61
1417	2004-03-26	Vijay	SZI87	71108.88
1437	2004-03-26	Vijay	TAY58	44035.31
1470	2004-03-26	Adam	BQO16	24635.66
1473	2004-03-26	Vijay	TEG41	78336.5
1497	2004-03-26	Suzie	OFC92	12982.27
1499	2004-03-26	Adam	OUW27	21743.62
1502	2004-03-26	Vijay	ECY82	30051.19
1503	2004-03-26	Vijay	TOW02	36340.24
1521	2004-03-26	Vijay	GIR18	44650.37
1523	2004-03-26	Adam	KCW19	55933.46
1567	2004-03-26	Suzie	IYC03	97467.74
1581	2004-03-26	Adam	GIR18	89172.02
1644	2004-03-26	Adam	KWV45	10841.28
1660	2004-03-26	Vijay	SZU33	67412.81
1674	2004-03-26	Vijay	NXH96	42534.52
1688	2004-03-26	Suzie	OJQ26	57027.13
1694	2004-03-26	Vijay	MCR88	88645.63
1722	2004-03-26	Adam	QIC27	40154.42
1726	2004-03-26	Vijay	OJQ26	13279.71
1741	2004-03-26	Suzie	EQP72	20846.25
1746	2004-03-26	Vijay	KWD49	43020.86
1803	2004-03-26	Adam	SAL29	29564.94
1805	2004-03-26	Vijay	CZI39	96902.73
1841	2004-03-26	Vijay	QIC27	93084.28
1842	2004-03-26	Adam	FEK12	35680.86
1843	2004-03-26	Adam	WBQ79	24226.6
1860	2004-03-26	Adam	YAG49	77673.41
1881	2004-03-26	Adam	MCR88	96073.38
1885	2004-03-26	Adam	ASI82	11442.08
1912	2004-03-26	Vijay	CAP92	44647.61
1919	2004-03-26	Suzie	GGB38	58381.75
1923	2004-03-26	Suzie	OSQ68	96854.2
1940	2004-03-26	Vijay	XAZ10	1001.03
1944	2004-03-26	Suzie	JTH51	10061.26
1945	2004-03-26	Suzie	DNA82	70017.22
1964	2004-03-26	Vijay	ROW92	54117.83
1965	2004-03-26	Suzie	INE84	87950.88
1975	2004-03-26	Vijay	UJV74	17319.38
1978	2004-03-26	Suzie	VNJ83	16155.41
1993	2004-03-26	Suzie	XJB01	94404.45
2026	2004-03-26	Vijay	ZTC15	70434.56
2027	2004-03-26	Vijay	PIL41	26452.74
2028	2004-03-26	Suzie	PWY60	55865.58
2036	2004-03-26	Vijay	QSN84	76475.22
2053	2004-03-26	Vijay	OFG73	88357.45
2061	2004-03-26	Vijay	JNH16	49389.58
2072	2004-03-26	Vijay	UZQ29	37241.77
2076	2004-03-26	Vijay	FHB90	65240.48
2120	2004-03-26	Suzie	DNC35	11859.37
2124	2004-03-26	Suzie	MZB49	20330.6
2136	2004-03-26	Vijay	VWV36	25836.24
2142	2004-03-26	Vijay	XXH95	1323.0
2148	2004-03-26	Vijay	LZC89	56707.55
2201	2004-03-26	Suzie	KGM78	8711.06
2208	2004-03-26	Adam	VZJ58	91755.24
2224	2004-03-26	Suzie	NYW08	82328.65
2278	2004-03-26	Suzie	NNZ78	78009.73
2289	2004-03-26	Suzie	SUB39	5104.69
2297	2004-03-26	Suzie	PDA73	43366.55
2326	2004-03-26	Adam	JBV85	74021.01
2344	2004-03-26	Vijay	OFC92	2238.46
2373	2004-03-26	Suzie	LPB47	23274.92
2400	2004-03-26	Adam	BUU03	30771.89
2414	2004-03-26	Vijay	DNC35	74198.65
2437	2004-03-26	Vijay	EDS79	70505.11
2453	2004-03-26	Adam	SLA71	93335.8
2471	2004-03-26	Vijay	EUY70	2652.02
2482	2004-03-26	Vijay	GYD00	36429.64
2514	2004-03-26	Adam	PYE36	9335.18
2517	2004-03-26	Vijay	JWH59	75509.15
2530	2004-03-26	Vijay	OWY00	51090.28
2534	2004-03-26	Vijay	LVI93	87404.16
2541	2004-03-26	Adam	XKE06	39529.67
2576	2004-03-26	Adam	LSF27	35717.56
2600	2004-03-26	Adam	EUY70	5379.57
2605	2004-03-26	Adam	MMW04	7350.55
2675	2004-03-26	Vijay	TLR73	93221.82
2738	2004-03-26	Adam	KBU78	1784.78
2743	2004-03-26	Adam	EYO88	6143.77
2776	2004-03-26	Vijay	FNH63	66043.47
2804	2004-03-26	Adam	NRY73	80637.63
2829	2004-03-26	Vijay	KGM78	96880.13
2832	2004-03-26	Vijay	ZXF02	57550.07
2845	2004-03-26	Suzie	KGG49	4506.64
2852	2004-03-26	Suzie	KQD58	83000.62
2854	2004-03-26	Vijay	ZIW94	49063.43
2870	2004-03-26	Suzie	IDI21	27272.32
2903	2004-03-26	Vijay	RQA52	13516.66
2912	2004-03-26	Vijay	KQD58	51542.03
2915	2004-03-26	Adam	CFO05	94019.62
2920	2004-03-26	Vijay	QIC27	4416.45
2930	2004-03-26	Suzie	HLP66	26054.19
2931	2004-03-26	Suzie	MMW04	36366.98
2968	2004-03-26	Vijay	JMS67	63436.03
2969	2004-03-26	Vijay	QSG52	67310.61
2970	2004-03-26	Suzie	VWV36	89048.07
2979	2004-03-26	Suzie	KEW80	23883.24
2986	2004-03-26	Vijay	NTM61	97790.82
2993	2004-03-26	Adam	CZI39	38715.41
3035	2004-03-26	Vijay	UOY86	90438.03
3070	2004-03-26	Vijay	QSN84	61601.47
3084	2004-03-26	Vijay	CAP92	63457.92
3098	2004-03-26	Vijay	ZXF02	63735.39
3104	2004-03-26	Vijay	GPX98	94515.8
3107	2004-03-26	Vijay	CDH76	74265.46
3115	2004-03-26	Adam	CWW45	61550.96
3128	2004-03-26	Suzie	ZET22	74150.17
3138	2004-03-26	Vijay	DBE55	64913.93
3156	2004-03-26	Vijay	DEJ39	51232.08
3156	2004-03-26	Suzie	TZC71	60546.73
3175	2004-03-26	Adam	YGG32	24299.81
3189	2004-03-26	Vijay	ZIW94	25853.79
3199	2004-03-26	Vijay	XAY74	53165.47
3201	2004-03-26	Adam	CPI30	80283.68
3220	2004-03-26	Vijay	COU94	26589.99
3230	2004-03-26	Suzie	OWY00	77073.12
3260	2004-03-26	Suzie	ZSI42	26030.25
3261	2004-03-26	Suzie	SQH43	44539.55
3275	2004-03-26	Vijay	UJK05	75734.16
3290	2004-03-26	Vijay	YOS74	46515.22
3292	2004-03-26	Suzie	CAP92	56999.61
3320	2004-03-26	Vijay	YGX43	37824.56
3325	2004-03-26	Suzie	WII20	94480.85
3345	2004-03-26	Adam	LOE76	50700.5
3359	2004-03-26	Adam	DNY95	18533.22
3368	2004-03-26	Suzie	PAY03	9330.47
3379	2004-03-26	Adam	KFD19	17217.76
3414	2004-03-26	Suzie	YUV56	49317.86
3414	2004-03-26	Adam	VNJ83	35256.24
3416	2004-03-26	Vijay	BAY81	4479.82
3428	2004-03-26	Vijay	KQD58	68677.46
3443	2004-03-26	Vijay	OSQ68	74032.94
3477	2004-03-26	Suzie	QVT53	34417.96
3503	2004-03-26	Vijay	DBJ37	69787.46
3507	2004-03-26	Suzie	FYE63	44987.43
3519	2004-03-26	Adam	GGZ02	73842.36
3521	2004-03-26	Adam	NRY73	93004.63
3649	2004-03-26	Vijay	ZER69	86317.84
3658	2004-03-26	Vijay	POR77	81933.63
3666	2004-03-26	Vijay	MNP79	94714.23
3670	2004-03-26	Adam	XAY74	33797.86
3679	2004-03-26	Suzie	DBJ37	83983.06
3698	2004-03-26	Suzie	EXO08	60327.91
3701	2004-03-26	Suzie	YRN50	67188.53
3703	2004-03-26	Adam	AAC09	62592.01
3712	2004-03-26	Adam	KRT63	93298.31
3723	2004-03-26	Suzie	MFV17	89500.47
3725	2004-03-26	Vijay	VFL28	49736.19
3726	2004-03-26	Adam	GRQ85	27038.97
3727	2004-03-26	Vijay	WBQ79	91671.09
3751	2004-03-26	Suzie	UJV74	24709.79
3761	2004-03-26	Vijay	ZTG40	55974.17
3762	2004-03-26	Vijay	ZER69	57901.12
3764	2004-03-26	Vijay	CNH68	63560.75
3778	2004-03-26	Vijay	ZRX58	23590.94
3829	2004-03-26	Suzie	ONB84	58132.09
3841	2004-03-26	Vijay	HWA04	70332.49
3855	2004-03-26	Vijay	TLR73	41259.59
3882	2004-03-26	Adam	PEF36	77012.43
3882	2004-03-26	Adam	UJV74	19653.33
3900	2004-03-26	Adam	NRY73	89195.2
3945	2004-03-26	Suzie	PAY03	71315.88
3969	2004-03-26	Suzie	UOF02	64560.17
3986	2004-03-26	Vijay	XKE06	7278.3
4039	2004-03-26	Adam	EXO08	24879.01
4044	2004-03-26	Vijay	ZIW94	6741.98
4070	2004-03-26	Vijay	BTI74	36532.83
4104	2004-03-26	Vijay	ZRX58	31384.1
4223	2004-03-26	Adam	MDM90	9346.57
4230	2004-03-26	Vijay	KWD49	53351.68
4257	2004-03-26	Vijay	HOC89	11466.85
4266	2004-03-26	Vijay	FCQ74	99496.95
4272	2004-03-26	Vijay	ZBA50	35848.95
4272	2004-03-26	Suzie	DAF47	56090.6
4290	2004-03-26	Suzie	EUY70	39301.96
4300	2004-03-26	Vijay	PWY60	55081.71
4300	2004-03-26	Vijay	NGE18	54462.9
4300	2004-03-26	Suzie	FER42	39623.63
4313	2004-03-26	Adam	LVI93	24882.57
4316	2004-03-26	Adam	RDR78	45532.31
4326	2004-03-26	Adam	MNV74	27732.15
4343	2004-03-26	Adam	GGZ02	47381.54
4423	2004-03-26	Adam	JCY21	80020.2
4426	2004-03-26	Adam	JRG45	12680.46
4460	2004-03-26	Vijay	ZUO35	78235.35
4463	2004-03-26	Vijay	EPS37	76269.62
4486	2004-03-26	Adam	FHB90	77288.85
4495	2004-03-26	Adam	GGZ02	38081.61
4499	2004-03-26	Suzie	ZXF02	78921.98
4503	2004-03-26	Suzie	JAH56	30402.97
4535	2004-03-26	Vijay	VQP10	90935.41
4575	2004-03-26	Vijay	ZZH09	73907.62
4578	2004-03-26	Vijay	OVA58	52167.66
4581	2004-03-26	Adam	ZCK31	63027.69
4626	2004-03-26	Vijay	UOY86	37972.97
4629	2004-03-26	Adam	PEF36	22157.44
4637	2004-03-26	Vijay	AFN00	61988.86
4643	2004-03-26	Vijay	BQO16	7282.94
4654	2004-03-26	Vijay	KUX44	90847.9
4657	2004-03-26	Vijay	GPF90	72951.54
4667	2004-03-26	Vijay	TUS00	43983.69
4694	2004-03-26	Vijay	VLC10	20909.31
4729	2004-03-26	Adam	UFF94	93322.48
4735	2004-03-26	Adam	CZW33	60752.56
4741	2004-03-26	Vijay	JPM89	85155.94
4753	2004-03-26	Vijay	TUZ06	56924.18
4755	2004-03-26	Vijay	VHZ41	77718.61
4800	2004-03-26	Suzie	BQR11	61887.28
4835	2004-03-26	Vijay	ZER69	49349.34
4857	2004-03-26	Vijay	ZBA50	51428.07
4872	2004-03-26	Adam	JPM89	68150.88
4876	2004-03-26	Suzie	MSK41	25791.7
4885	2004-03-26	Vijay	KAD14	56806.87
4889	2004-03-26	Vijay	KGM78	74972.46
4895	2004-03-26	Suzie	OVJ22	63970.92
4915	2004-03-26	Vijay	JBB30	46475.26
4919	2004-03-26	Vijay	KGG49	3370.31
4951	2004-03-26	Suzie	DBE55	3682.02
4955	2004-03-26	Vijay	DEJ39	71116.83
4993	2004-03-26	Suzie	JPM89	86110.42
20	2004-03-27	Vijay	OLR42	80940.49
31	2004-03-27	Suzie	KCW19	28931.34
35	2004-03-27	Vijay	QIC27	6217.01
37	2004-03-27	Adam	ZTC15	27890.12
46	2004-03-27	Vijay	XJQ81	25623.12
49	2004-03-27	Vijay	PLB86	84716.03
61	2004-03-27	Vijay	BKX16	41544.49
66	2004-03-27	Suzie	ULX32	99555.29
67	2004-03-27	Vijay	WII20	57044.44
105	2004-03-27	Vijay	MFV17	49585.99
160	2004-03-27	Suzie	DAF47	25906.54
170	2004-03-27	Vijay	BAR65	9446.43
218	2004-03-27	Suzie	WFO63	90290.65
229	2004-03-27	Vijay	YJL99	11882.54
276	2004-03-27	Vijay	XRN09	72142.49
324	2004-03-27	Vijay	JMW26	67694.83
357	2004-03-27	Suzie	LWO59	90544.57
388	2004-03-27	Vijay	GIR18	91371.65
392	2004-03-27	Vijay	ICM02	77495.99
406	2004-03-27	Suzie	OVA58	96421.05
459	2004-03-27	Suzie	OVJ22	27500.64
467	2004-03-27	Adam	UZA27	28578.13
485	2004-03-27	Suzie	JWH59	84725.2
486	2004-03-27	Vijay	EBL27	7537.62
489	2004-03-27	Suzie	ICM02	78665.29
498	2004-03-27	Vijay	OSQ68	38720.05
500	2004-03-27	Vijay	LLA22	28552.56
516	2004-03-27	Suzie	HEE52	77890.08
532	2004-03-27	Adam	BFR09	91190.16
534	2004-03-27	Suzie	PAY03	98483.82
538	2004-03-27	Vijay	PAY03	41134.37
565	2004-03-27	Vijay	LSY20	33624.93
581	2004-03-27	Adam	RVQ74	32268.71
598	2004-03-27	Vijay	PRZ12	30740.03
619	2004-03-27	Adam	WUL55	97125.48
631	2004-03-27	Suzie	LLA22	73985.45
632	2004-03-27	Adam	COU94	20521.54
637	2004-03-27	Suzie	WBQ79	91126.19
642	2004-03-27	Vijay	DOT60	94530.0
655	2004-03-27	Vijay	XRN09	45786.25
655	2004-03-27	Vijay	VNJ83	37844.79
663	2004-03-27	Vijay	OWY00	80606.22
666	2004-03-27	Vijay	YQS31	10121.43
668	2004-03-27	Adam	TMJ34	23264.05
674	2004-03-27	Vijay	ZAX06	94788.94
692	2004-03-27	Vijay	TZC71	19614.36
726	2004-03-27	Adam	MSM16	41314.8
736	2004-03-27	Adam	TUZ06	82116.93
778	2004-03-27	Vijay	SAL29	72644.22
795	2004-03-27	Vijay	RHI40	89433.35
843	2004-03-27	Adam	WII20	89444.78
864	2004-03-27	Vijay	ZER69	3211.6
867	2004-03-27	Vijay	ZET22	9646.05
870	2004-03-27	Vijay	GWY93	54250.99
875	2004-03-27	Vijay	ZET22	1287.14
883	2004-03-27	Vijay	GLG07	27319.92
899	2004-03-27	Vijay	ZUO35	92376.28
909	2004-03-27	Adam	GWY93	61153.83
935	2004-03-27	Vijay	HIQ84	55315.64
941	2004-03-27	Vijay	GEW62	54941.84
943	2004-03-27	Vijay	INE84	50418.23
964	2004-03-27	Suzie	XBV23	92777.56
984	2004-03-27	Vijay	OID66	41886.11
986	2004-03-27	Vijay	KLL65	22866.4
992	2004-03-27	Vijay	NRS07	32549.14
993	2004-03-27	Suzie	DRW31	78513.61
996	2004-03-27	Adam	DAZ63	16596.45
1007	2004-03-27	Suzie	XKG70	2757.52
1018	2004-03-27	Vijay	COH25	29919.38
1019	2004-03-27	Vijay	XOR11	57453.51
1031	2004-03-27	Adam	OWY00	37371.38
1032	2004-03-27	Vijay	MSK41	15036.97
1041	2004-03-27	Vijay	AAC09	93121.35
1050	2004-03-27	Adam	TUS00	99113.45
1069	2004-03-27	Vijay	EXO08	55262.44
1081	2004-03-27	Vijay	DNY95	36359.93
1090	2004-03-27	Vijay	OWY00	42918.19
1101	2004-03-27	Vijay	XOL02	60615.84
1104	2004-03-27	Vijay	TAR92	63861.98
1106	2004-03-27	Vijay	YGX43	9647.24
1113	2004-03-27	Vijay	BAY81	25593.88
1116	2004-03-27	Vijay	EZH87	69041.47
1122	2004-03-27	Vijay	ASI82	21840.43
1131	2004-03-27	Vijay	VIP20	7178.43
1142	2004-03-27	Suzie	ESS02	21680.07
1170	2004-03-27	Suzie	RRQ35	49158.33
1176	2004-03-27	Vijay	TMJ34	58273.89
1177	2004-03-27	Vijay	EBL27	98540.37
1177	2004-03-27	Suzie	VFL28	67559.7
1199	2004-03-27	Vijay	PCN39	26377.76
1210	2004-03-27	Vijay	FMS91	73178.86
1239	2004-03-27	Adam	ZRW66	40308.62
1301	2004-03-27	Vijay	KDR05	27048.76
1311	2004-03-27	Suzie	PDQ93	65860.42
1315	2004-03-27	Vijay	GNU70	97739.04
1326	2004-03-27	Adam	BKX16	89972.17
1328	2004-03-27	Suzie	XJB01	8255.77
1358	2004-03-27	Suzie	PEF36	96676.06
1372	2004-03-27	Vijay	KCF14	25307.61
1429	2004-03-27	Adam	PXG37	92564.9
1434	2004-03-27	Vijay	KLZ45	37001.12
1440	2004-03-27	Adam	ZSI42	60705.65
1461	2004-03-27	Suzie	AFN00	91346.53
1464	2004-03-27	Vijay	MUQ53	73477.54
1489	2004-03-27	Adam	CVC53	25755.93
1515	2004-03-27	Adam	CVC53	38112.17
1556	2004-03-27	Vijay	IQX05	51264.78
1568	2004-03-27	Suzie	VJK85	1891.81
1601	2004-03-27	Vijay	BQO16	69765.21
1625	2004-03-27	Adam	UJD68	72446.33
1640	2004-03-27	Vijay	EYO88	41894.58
1644	2004-03-27	Vijay	OPX15	95428.03
1652	2004-03-27	Vijay	EBP11	74055.56
1668	2004-03-27	Vijay	JAR41	90390.83
1724	2004-03-27	Vijay	PEF36	48318.14
1748	2004-03-27	Suzie	JQS22	47494.19
1749	2004-03-27	Suzie	DRB04	93013.0
1749	2004-03-27	Vijay	AFN00	39453.31
1837	2004-03-27	Vijay	LEV44	91588.3
1874	2004-03-27	Vijay	LXZ23	95639.94
1874	2004-03-27	Vijay	UIF03	66154.59
1879	2004-03-27	Vijay	KLS22	1423.83
1914	2004-03-27	Vijay	SWP10	14436.54
1930	2004-03-27	Vijay	RYG71	16569.78
1945	2004-03-27	Vijay	ALR32	24021.82
1975	2004-03-27	Adam	XRN09	56944.07
2010	2004-03-27	Vijay	GGZ02	40089.45
2010	2004-03-27	Adam	UZA27	57924.66
